,sentiment_label,text
559,0,worst device initially purchased problem speaker instruction followed fixing device overheating charging also im using even small application like google meet even heavy application like cod advise buy device many issue like worst experience ever month since purchased
560,0,worst model  worst  bought  premium  customer past havent faced issue model day 16 display seen cant replace  even  also  battery getting heated suggest buy model issue camera replaced faced issue second buy
561,0,software issue  gifted user  following complain using 15 day now1sometime dialing stop hang while2 sometime u disconnect call3 span 15 day  hanged 4 times4 feel software issue5 small problem using  explain
562,1,weak battery battery pathetic 6000 mh battery drain fast  ok 10000 budget  quality dropped earlier   superb qualitypeople buying  go ahead   battery draining fasti using vivo y12 5000 mh battery last m12
563,1,expect expensive   like performance  offered great feature price range performance may seem back camera  front camera image quality reminded starting  camera blurry fingerprint reader work many time surprisingly new  also hang sometimes still usable considering price consider mi  price range
564,1,used 15 day cant give full feedback mention key positive negative   battery superb camera ok ok  expected 48mp camera easy operatenegatives processing concern slow response touch even three year led  give better touch response hindi typing tedious process must easy like  charging time 3 hour quick
565,1,lighter would better  quite heavy weight fingerprint sesnsor fast camera quality  expected ui smooth back panel look  battery  headphone jack lower part panel cant keep  upright position headphone plugged
566,1,best  price range loved  especially battery life amazing easily go without charging 2 day heavy user though play cod day response  doesnt lag happy buy full value moneycon camera could better seen better photo lesser spec
567,1,bad bad need im pubg fanboy  elderly people go galaxy f22g80 m212021exy9611 youre looking better gaming xp camera suffers low light pretty solid daylight software well optimised unlike mi realme quite bit overpricednot bad certainly best galaxy f22 better xp m03s better value
568,0,interior  recommended interior  bad quality body material charging battery getting heatingvery much unsatisfied  list bad quality  selling support provided sellalso loosed trust  hard believe big brand reputed company ditching customer providing worst quality
569,1,budget  lite user bought mother us basic call youtube moderate heavy user  option call little bit social medium thing use
570,0,within day display suddenly gone covered warranty purchased device 2 month back  display showing shown service center wont cover display warrenty charged u displaydevice display causing issue high capacity battery  heating issue
571,1,go amazing  ram really fast battery life amazing really happy purchase would definitely recommend camera amazing im super happy front camera well scrolling feel smooth wide screen  feature overall im really happy definitely upgrade old redmi note 4
572,0,dont buy  used  ofter 1 week iam giving reviewfinger print sensor 3 starscreen 3 starcharging battery welldone 5 starcamera ok 2 starmobile working fine like 4 gb ram working like 6 gband say finally go another  4g  even 5g wifi connect  genaration going fast
573,0,getting stuck  seems look  getting stuck browsing using call using camera recommend choose  go better company reasonable price applicable
574,1,made india solid build quality  always feel bit premium due textured smudge proof back panel amazing display 4k 60fps 90hz responsive side fingerprint sensor average camera  budget made  noida plant india dont worry giving hard earned money ccp controlled company
575,0,inferior   supplied damage image video arr clarity appeared blurred like negative film old photograpphy black surface appeared white white appeared black even image video downloaded internet found visible clarity also photo taken photone visibility placed return request
576,1,unsatisfied  expected satisfiedas told  review told time salenot fast changing mentioned got heated charging  value question brand  m12 series even listed brand list exchange option
577,1,value money camera best without doubt device smooth used 2 day dont use heavilyi heavy user lot  call heavy using youtube  heavy massive 6000 mah battery every thing fine dont play heavy game play game 400mb smoothlysmooth device writing 2 month usage loving
578,1,budget  writing review 23 month using  sturdy battery life superbfinger print sensor face recognition need improvement sound excellentcamera per best quality
579,1,camera quality  camera quality expected consider low budget  finger print reader doesnt work time battery backup great built quality nice
580,0,wifi doesnt connect facing issue wifi connectivity post software update asked replacement  still issue waiting refundnot sure issue connectivity faced two similar  model
581,1,nice  budget   heating hanging slacking fast browsing sound  handling easy batter back high finger print reader stylish nice camera quality
582,1,average never fan side finger print point battery life definitely  camera sound average nothing im sure broadened horizon better  choose price range
583,1,excellent   m12  excellent low budget camera battery backup display sound quality much  recommend viewer go purchase  without doubt hesitation thanks  bring  middle class people choice use  operating system easy userregardskhilaban kumar da
584,0,galaxy m12  lack basic feature screen capture problem gunctionalities cant set clock screen saver feel basic feature doesnt involve cost made available
585,1,average   providing better  m12 less average average display average battery charging u buy father mother mean dont use would love buy
586,1,bought talking device huge battery capacity secondary device love youre looking simple device best price would surely recommend
587,1,budget friendly feature packed    nice battery camera quality mark according price fingerprint sensor also work smoothly display also  cant really find difference 60hz 90hz although   price box dont get cover pre applied screen protector short usb cable
588,1,awesome  awesome  price segment battery big 1 12 day rear camera also
589,1,8nm processor best   range 8nm processor thebrand  ossummm 3 month use  recommend u buy u want   range network speed also bestest 8nm processor best
590,0,poor camera quality many option camera quality par 12mp old  poor customer service call recrding option ultra power saving mode never buy   last quality attached photo reference  blaming  saying provided defect piece efficient authorised service provider finding also headache pandemic situation better buy
591,0,help warranty replacement display  help option  warranty replacement display 6 month screen replacement warranty  side processbcz replacement optionno contect number  customer care helpvery bad service6 month warranty provide amazonno warranty samsungsamsung service center told give 3600 r display replacement charge
592,0,usedor already handelled someone got  seems used one finger print   screen also bill found two piece already tored someone
593,1,battery life quality camera medium could loaded  packaging delivery excellent    battery life camera  take excellent photo decent  fit price range worth buying worth price
594,0,worth purcahse  taught  really  purchased face tec issue net work capturing completely  sloe compare previous one tec guy visited finally noting happned  issue got replacement new 1but surprised beacuse second 1is worster really upset almost 2weeks without  acceptable
595,1,purchase  purchaseexcellent battery life better galaxy 31s modelall feature  except cameravery happy purchase
596,1,value money perfect value  everything one requires price value little heavy compare others deal breaker perfect gifting parent
597,1,happy software software problem whenever make call 1st time speaker activated cant hear anything person side speaking disconnect call work fine initially thought network issue later realised happens every time try make call considerable time gap like hour
598,1,great deal got 11499 great deal 6gb ram 128 gb memory
599,1,heavy camera quality   camera worth quality mentioned device also weight rethink want buy sure  removed return policy better check  locally shop buy
600,1,device dont use  heavyduty stufffrom regular use month tell hang hence great improvement previous  back nonslippery hence fewer chance  damage pretty  clumsy guy like
601,1,wonderful  low cost wonderful  provided price bought father using one plus 7 pro due repair forced use  week honest camera satisfied  performance
602,0,camera given 100 camera quality par  also china shown 48 megapixel camera infact may lower 5 megapixel onlysamsung something
603,0,bad experience  time wrost experience timetouch working sometimegeasture working sometimecamara taking much time saving image taking picturemic problem make video call
604,1,expect   r 15000 bracket  auto restarts time touch capability great everything ensure hand completely dry even minute moisture finger  give improper response
605,1,12 review speed ok working since 6 gb ram battery  display also ok normal data processing work lime share trading using excel word small type editing system enough intend shooting enough camera seems 48 mp front camera ok
606,1,interesting expectable model feature amazing  samsungi congrats  engineer one mild issue affect  heat issue continue otherwise charging time might heat slightlyvery low budgetcamera oktouch okmodel okusing comfortablebattery heating slightly negative give four battery issue give 5
607,0,poor camera quality disappointing thing camera qualityits 48mp camalera worthy match nokias 13 mp camerai purchase camera purpose fulfill requirement camera quality poorthough display quite decent battery life normal functioning smoothif looking   camera never buy
608,0,waste money  really need stop fooling customer marketing need improve  compete brand new  m12 piece crap wastage money sound low  ringing cant hear even sitting next design okay new nothing impressive copied f12 term design
609,0,pathetic  service screen broken  claim one time free screen replacement warrantee prime able claim warrantee  support section  working
610,1,budget  pointsgood budget phonegood displaygood outlook pointstoo heavy due big batterythe camera effectivetakes longer charge
611,0,decent worknot high performing task fingerprint senser sensitive one put hisher finger tightlybattery charge slow since support 15 watt charger drain faster adaptive motion set 90 hzcamera quality decent improved 48 mp mode flash workits backlight remains always due processor heatedspeakers slow
612,1,value item gaining experience using least 3 month correct answer come give 5 5 within month thanks cooperation
613,0,software bug new  poor support  already one  m20 buying new m12 installed  smart switch  transferred data except message thousand raised request  clarified software bug update would provided within 24 hr third day update received returning new m12
614,0,bulky like  brand experience motherboard failure within 2 month disappointed battery life  lasting 2 full day bulky n weight
615,0,getting heat sooner pls dont buy brought  march 30 satisfied  getting heat use normal  call without internet well checked  service center said  heat go beyond 48c look sure able withstand  heat talking pls dont buy
616,1,using  since last 1 month display nice hd display colour contrast amazing battery last upto 36 hour normal usecamera  captureing picture day light 90hz disply awsomethis smartphone gamingthere slight lag using heavy appsotherwise  budget
617,0,satisfying model user  compared model using till date model doesnt satisfy signal strength low compared brand price specificationsoverall satisfied model
618,0,nice brand  bent seems second  like factory reject repaired version like refurbished maybeits bentthe screen cant covered tempered glass  curved
619,1,everything  except display   costfingerprint face lock work perfectly finecamera also  costdo expect stabilitythere lag usingthe best part battery heavy end user even need see battery even 2 day fully chargedthe worst part display poor visibility daylight
620,1,value price better finger print reader expected  built quality seems  weight little expected battery life camara  latest version android also provided better finger print reader expected bigger size scanner back would better
621,1,best  price new fingerprint reader awesome nice ergonomics battery life complains bed processor technology camera quality ok ok price
622,0,worst  case display quality totally unsatisfied pls tft display heavyweightpls tft screen low quality couldnt enjoy video steaming habit watching movie playing gaming search better mobilenow   refused accept return provide replacement better quality display ie amoled ip display
623,1,heavy  obviously battery 6000 mah  heavy feel like brick handthe battery life great satisfied non gaming phonedont buy looking   performance playing game   daily use gift parent elder gaming desire high performance
624,0,regret buying worst  phne ever heavy display smooth like press button atleast thrice cant an call time kip hangin even month since purchased camera average
625,1,battery backup budget price using  45 day look  use low refresh rate  battery backup decent camera  little bit heavy due heavy battery wifi 5g band wont support phonealso use dual 4g sim time
626,0,dont buy  technical issue dont buy  technical issue
627,1,nice flagship   best buy term pricing feature guess best option someone looking    proper budget
628,0,aware  buy first  work like 4 gb ram  touch issue hang much even thing  still hang using youtubedo purchase blindly seeing attractive price suffer lot return policy
629,1,heavy  nice quality nice  much heavy compare phonesyou cant carry pocket woking field worker suggest dont buy
630,0,worst   worst   10k move vivo oppo redmi brand wisely camera quality poor taking photo see broken pixel worst picture 48mp true camera mouth speech really worst one  become heat charging alone much disappointed worthy money dont buy
631,0,poor perfofmanceheat quickly pathetic  battery goodcamera poorperformance poor slowwhen cut call notification call ended arrivez stay 5 minute see complete keyboard using app absolutely patheticcharger poorscreen poorsound pooroverall average  10k price
632,1,bakwas camera bakwas camera picture quality bohoth hi kharab hai 48mp camera lagta hi nahi hai aur front camera toh wahiyaad hai 2mp camera jaisa pic ata hai battery back achha hai look bhi thikh thakh hai yeh  uncle aunty ke liya bana hai young kisi ko pasad nahi ane wala hai
633,1,best  used far really liked  look feel goodbattery committed last long camera clarity okay one best used per  charger say fast charging fake take 2 hr get 100 charged fingerprint  struggle everytime
634,0,waste  heating battery return policy worst camera waste waste    cheated u worst camera  heating charging long time call also  get heating finally worst experience  retake  give request return return policy worst please one waste
635,1,galaxy m12 superb medium could loaded  give u great  price range1 fast fingerprint sensor2  design3 battery performance superb4 display quality awesome 5 software performance great one ui best hang lagsoverall full fill daily needsbuy   superb
636,0,bad  first time online dislikenot supporting application like whatsapp facebook trucaller microsoft teamsgoing automatically switch vanishing application want try replace return option purchase electronics  online
637,0,slow response slow  dont buy itive using since 3 monthsbut experience  bedit useless make irritate using due slow response please think thrice buy iti used  configuration really comparatively much slow
638,1,best  for10k budget given 5 star would got fully satisfied display purchased mother law found goodcamera  expecteddesign  enoughdisplay amoled get feel get   overall nice
639,1,medium could loaded use  last 3 daysi happy last 3 day camera quality  battery life  built quality awesomethis price point value moneyone point company providing back cover screen guardsover 10 8
640,0,worth buy price battery battery backup longing even half daysoftware app icoi disappearing oftencamera look like 5 mp camera
641,1,fanatastic 910  fantastic scale 1 10 give 9 thing didnt like less storage otherwise  must buy
642,1,completely satisfied using  two day exchanged redmi 4 m12 two day usage found  fast redmi 4
643,1,bit heavy carry read review got dilemma got mixed reviewsbut according worth buyall function found   screen sizethe con felt little heavy pocket
644,1,purchase thats competition budget  market device look sturdy overall   display battery look like dont need new  34 year anymore
645,0,found charging point working highly disappointed charging point  working one second  started bit late return period one made india
646,1,battery power battery charging fast consumes less power drawback mirroringcasting video satisfactory video tv appeared staggering
647,1,impressed delivery impressed delivery delivered within 4 day delivery boy humble ordered  friend using redmi 4a since 2017 worried tft lcd panel  ip lcd amazed screen quality screen quality justified price got 85k festive offer brand value viewing angle acceptable
648,1,ok  cant expect price overall ok experience con getting  configuration brand like  cant expect budget fix looking made india  go
649,0,cheating india get india u making quality  4 indian customer terrible quality substandard  3rd world quality cheating indian customerwant return  hardy used 8days missed  return policy due diwali holiday giftdo buy   boycottsamsungmobile
650,1,value money awesome phonevalue moneyi gifted  wife see happiness facevery  camera front rear  memory
651,1,steal deal  never dissapointed  price 10999 steal deal 6000mah battery power house excellent backup 48 mp camera capturing  picture display quite  totally satisfied
652,1,excellent feature  like  like face unlock working faster fingerprint sensor also work faster hanging problem also camera outstanding order  come 31st november
653,0,dent  there dent brand new  galaxy m12 called customer care first time told would change  second time told would return money  box look like used old
654,0,worst camera dull display  dont buy  display look dull setting take pic 48 mp photo came low resolution shot camera worthy buy model price camera 48mp
655,0,poor front camera quality worthy mobileconssamsung provided normal travel adapter charging take almost 23 hour get fullfront camera much  disappointed thistrasperant case provided  every one provide  providing
656,0,issue network gps auto focus 2 airtel connected  one  m12 another realme need keep   balcony catch network realme work fine every corner house gps pathetic keep saying gps signal lost drive new route using gps
657,1,bad choice like look nice camera  user friendlydislike wifi 5g available performance really  6gb ram quite heavy carrygood cost disappointed network
658,0,better dont buy seeing feature bought exchange offer upto mark processor slow weight also high 221gm performing slow
659,1,worth every penny got delivered todayafter 5 hour usagevegood screen bestcant complain price paidcamera better snap taken goodbattery stay long 5 hour usage drain minimal huge thumb upvetoo much unwanted apps came preinstalledoverall total paisa vasool
660,0,faulty touch screen display bought item delivered within time found screen display touch screen workingnow struggling replacement refund purchasevery pathetic   prepared
661,1,nice  please buy medium could loaded nice  please buy thanks  looking smart  osm display vary nice finger print osm battery life long life quality osm
662,1,ok  great camera upto mark 48mp camera feel like 5mp processer bit slow using many application  still lag budget segment smartphones
663,0,toothless tiger  amazing spec awesome battery life mind blowing ram processor feel disappointed sensor  lack gyro sensor cant even play game  forget game simple compass app work  sense rotation vector therefore toothless tiger
664,1,m12 beast could hero pros1 price especially sale day clubbed credit card offers2 android 113 smooth4 camera5 battery lifecons1 heavyweight2 display extent3 face recognition4 placement finger print sensor
665,1,value money superb great speed photo clarity loving battery last 100 charge using since 2 day yet 23 banking payment security camera speed quality  name  enough brand brand price range finger print sensor superb rate  price range 95
666,0,ear piece volume speaker volume horrible par instead go mi a2  ear piece volume speaker output far better
667,1,ok received  small dentmark edge thats expected amazonjust opened  started using day battery sustain day despite charging 100
668,1,honest review battery googdisplay resolution  90hzcamera  48 mpheavy slimperformance  normal use dont play game like pubgcodheating issue normalcharging time soo long
669,1,better expected  bought didnt want buy chinese  obvious reasonsit work smooth enoughbut buy protective screen guard oleophobic coating original display sucksoverall nice  bought mothereasy customize thing like fix alignment icon home screen hide unwanted apps
670,0,worst  customer support gifted  mom unfortunately couldnt complete check  within day return policy realised week later  speaker major problem speaker horizon mode opposite person wil able hear tried get replacement luck  team bit disappointed
671,1,minor lag ui noticed device awesome u get 10000i got 9998there miner lag ui get heat quicklyif u use gamingcamera outstandingdisplay goodsound goodlooks goodprocesser avgas knowand last least battery like big monsterlasts upto 25 day
672,0,display quality poor display worse much unlike  thought first  display issue returned got another one display made like
673,0,purcahse totally wastage money pathetic experience samsungreally  zero androidi recommend one buy  brand  wastage money brought 3   brandand  hanging  heating net slow bug issue frequently
674,0,overall 3star camera app poor install camera appphone slowbettry goodadvance lock option beduse fingerprint option
675,0,buy poor battery nothing important  need buy  use get make modelnot poor battery laggy use two apps openevery time self location without permission default program
676,1,monster impress budget segment amazing   camera remarkable battery oneui comparison software look look smart issue slightly bulky think monster battery mind   anyone purchase  drawback himher
677,1,m12the monster smartphones best smartphone budget smartphones camera quality clarity  m12  battery life 6000mh isvery powerfull stand long life fingerprint reader also  give fingerprint reader power button give classy unique look overall outstanding smartphone low budget
678,1,nice excellent performance like phonei using  issue phonesome people saying hang phonebut hang love performance
679,0,camera quality ordinary camera quality meet standard described feature 48 mega pixel camera click  quality picture also colour camera clicked pic dull front camera worst quality
680,1,plus  battery  a50 comparing camera quality m12 dull poor inspite quad camera setup battery life  provided budget cant complain much still many  camera quality smart  available range advice check person order device
681,0,camera  screen clear cause lcd screen amoled bad experience main cause lcd screen costother brand give much better option bad experience  m12  made lcd
682,0,dissapointed  dissapointed productnot value moneyif rs8000 okonly positive feedback battery backupcamera  front rearfinger print comfirtableno default call recording optionif tru call recordlittle weght compared smart  hang time
683,1,budget  adequate featutes brand value one main lacking  using lens manufactured sony carl zeiss
684,1,great  budget line   great great display quality rich color smooth display interfacecamera quality markgreat budget  normal user
685,0,bad  photo look slip fat dose look  display quality hd seen every pixel dont go
686,1,overall   best one finger print reader moderate battery life  rear camera doesnt look like 48mp
687,1,perfect  12k  budget  help long 1 half day battery life always full brightness location data camera  pro mode compared high pixel  6 gb ram enough play game  enough fps game like pubg asphalt game lag
688,0,original duplicate  original camera quality poor written 48mp even picture quality less 10mp always heating slow registered complaint service appointment yesterdy one came service also received mail service done bad service dont know contact
689,0,bad camera qualityslow  dont buy  camera quality blur sometimes  hang without reason dont know  hang ram 6 gb 8 nano meter processordisplay quality also mark see   giving   dont buget type  promoting mid buget
690,1,great battery heavy lag bit weight heavy worth money since battery big work long heavy little slow opening apps sometimes apps lag hope work long time dont need worry charging  often fully charged even used continuously stand one day
691,1,stuff  working well fingerprint senser  specially camera bit one problem dislike battery backup poor battery neel fast also one thing limited font device using freelybut device  appreciate
692,0,responding properly facing many problem u replace   galaxy m12 responding properly 1 suddenly switch call 2 time ring tone come 3 transaction number key pad appear half 4 calling take much time connect 5 work suddenly go back home screen etcwill u please replace
693,0,third class   buy dont buyworest  ever samsungi  user otherwise get better  brand want  brand time totally waste moneyi happy model camera clearityheating problemcamera problemdisplay third classdo buy
694,1,like handy laptop along  call optionsi loved grip greatyou dont need cover avoid fallcameras great feast take kind picture numerous optionsscreen size right watching video reading ebooksquick accezsbiljty option lock unlock screen handymemory bigdont worry cleaning space often
695,1,battery life awesome camera pathetic want big battery fast charging go itpros awesome battery lifefast chargingspeaker loud crystal clearlike placement figure print sensercons pathetic camera output even 8 megapixel leveltoo heavy bulkydisplay average
696,0,poor screen durability one drop within 1ft height screen shattered though  spec display  screen durable screen shatter issue m31 well
697,1,great  great  son using  time overall happy performance thing missed 5 ghtz wifi capability also little heavy wt otherwise great
698,1,worth buying little bulky hand putting case cover felt little heavy hand otherwise performance quality  decent  buy
699,0,battery camera dislike camera battery expected remaining usual change think  stopped making phoneor either  developing fake  andwe r paying hard core money buy brandbattery start 84 percent within 5 hour become 20 percent normal use mode
700,1,worth money high speed hi quality camera speaker latest feature
701,1,nice heavy feature  v nice camera value money problem  little heavy putting back cover becomes heavy rest superb
702,1,know  leading worth brand bought  2 month today working well cemera accessiblty improve un necessary apps ad showing quality
703,1,awesome prosgood battery backupgood quality camerafast response finger printconslittle bit bulkyphone take second restartsome time shutter pop automatically
704,1,best pick price range best pick price range want quality brand trust go itonly like camera quality could better everything great
705,1,honest review looking budget   great battery life hand hold 14 kg weight lol go keeping mind camera quality average dont expect much display great 90hz refresh rate give better screen experience
706,1,one justifies review googlesatisfactory performancegood battery lifegood quality sound music also talking
707,1,around 1 week use using main  nice fingerprint reader dont like sometimes accidentally put thumb unlocks  camera nice like edit portrait photo taking themi update review month use
708,1,rough ang tough model writing review using three weekssamsung introduced superb model quite heavy battery life superb finger sensor work exllent true hd displaycamera averagebut okayfor simple user excellent also recommend rough usersall value money
709,1,best  used ever think perfect wonderful productthe  brand always ultimate quality goodand massive battery long last ever like muchawesome camera awesome display quick reading fingerprint sensorand totally  functiong awesome productproud buy  always buy
711,1,best   overall price  look  display  picture quality  screen better grip nice back camera speed  finger print face unlock fast front camera ok upto mark overall   range front camera little bit disappointment
712,1,go humongous   battery life  display  reasonably fast unlock work swiftly beautiful buy price range million time better chinese trash dont concern yet
713,1,awesome  awesome  amazing battery backup charge 100 even usage travelling stay 80 till evening camera quality also  enough depth sensor help focus capture well darkness well selfie wide angle useful fingerprint sensor  voice microphone  performance smooth  worth money
714,0,hanging touch screen working  hanging touch screen working even many tap go change button tapped want return
715,1,latest  affordable price 6gb ram 128gb memory make  best class rate battery 6000mah also give number brand name  really unbeatable  class
716,0,money gone rain worst  cant expect kind  given 4 camera one provide anything speaker cant hear anything photo cant focus believed  company didnt respect expectation
717,1,decent choice average midaged older people population nonheavy user camera average bit disappointingui greatunnecessary apps manyads manageable setup check box ticked correctlybattery superb large 6000 mah battery paired 8nm socbuild gooddisplay average expected issue therebit thick heavy though due obvious reason weight managed well
718,0,touch front camera quality worst battery back  camera quality poor touch quality also poor price battery  rest less average
719,1,satisfactory fingerprint battery excellent software upto mark processor enough parent online teachinglearning stuffdisplay par 90hz feel hota haibut like amoled one gyro presentclearly  internet surfing moderate gaming perfect gift parent
720,1,15k best budget  prounder 15klong lasting battery lifesuper display qualityconsheavy weightbad camera clarity
721,1,great  nice  priceno   priceso greatat low price  branding
722,1,fingerprint camera fingerprint reader side bottom  battery backup excellent back camera  quality face camera expect  quality image video
723,0,dont purchase model samaung bakwas  h kehne ko 6 gb ram h pr kissi km ki nhi naya  bhi koi  lene k liye replacement m12 show hi nhi kr rha iska mtlb aap hi soche lo kaisa h sare  k naam rhe h m11 tk ka rha h pr m12 ka kahi show nhi ho rha  p
724,0,slow processing processing slow battery charging slow screen touch response also delayed
725,1,awesome  low budget doubt battery awesomecamera quality also upto markno complaintshandset response slight slower compared brand specificationsrecommended low budget seeker  specification specially battery purpose
726,1,range nice  range back camera superb front camera okay 8mpwhat purpose 4 camera one camera functioning three even close change occurring
727,1,overall  quality  price got  95k   range processor really  camera quality  overall performance  great dont want gamming  playing game buy self others
728,1,poor packaging paclaging poormobile built quality average  battery backupcamera performace goodfingerprint sensor performance  perfect fast
729,1,budget  tight budgetthen definitely go itu never regret thisall  per price point u say little bit received price point
730,0,moderate quality bought  2 week ago found heavy term weightadditionally camera quality  battery also last day almost 1 hour talk timeaccording  value moneyi expecting better camera quality battery backup
731,1,budget  heating issue battery   hang sometimes switching apps otherwise   light usage battery phenomenal heating issuescamera  aspected work fairly wellscreen resolution  expectedscreenshot gesture  availableoverall okayish
732,1,perfect  handset individual liked everything handsetthe lookthe feel handse8t hand voice qualitythe camera function battery life screen sizeeverything perfect handset
733,1,nice  must purchase firststpl exclusive online done great job got fresh handset  manufactured current monthand also seal brokenits totally fresh untouched unopened best  price knox security amoled like screen nice camera best battery backup
734,0,basic model elder  support compass shortcut screenshotif take screenshot strongly press buttonson volume control button heavy  hanging timessim tray exactly fit simsspl feature available  m12  available redmi
735,1,buy budget  happy feature budget  gifted  sister often forget charging device one working pretty well
736,1,super camera speaker  hand feel love quality  packed  price range everything  really like monster camera awesome speaker much loud awesome sound quality point view recommend buy  id want budget  price segment really lovely
737,0,awesome first week  running great 03rd week camera light sensor draining  battery early one plz tell get rid horrible problem hard earned money wasted
738,1,amazing feature price range loving amazing  budget  feature awesome using 2 month wonderful camera quality awesome special wide angle 122 camera battery performance  dolby atmos sound feature tha main point feel like theatre speacially  galaxy ear bud pro comparable earbudsguys please go  amaizing
739,1,considering price tag wise choice  reasonably  reason price tag feature incomparable excellent finger print reader push gadget nexgen range lay user say camera impressive one expects 48mp camera processor also fine awesome
740,0,even lasted 2yrs writing review 2 yr usage daily usage 2 hr soft handling updated latest andriod update  getting swicthed  logo appearing v worst experience checked help center told charge 6k warranty thrown away e waste
741,0,sound quality effect  overall great  battery drain problem issue found speaker output quality  replace first time didnt meet quality sound bass picture quality  suggest want purchase  kindly think many time purchasing  picture quality hd written hd poor quality
742,0,great india festival fool u get benefit  great india festival fool u get benefit   received defect piececustomer care executive leadership guy guy give replacement buy extra moneyi took offer less price got defect piece say take higher price
743,1,excellent  reasonable price excellent  reasonable price tag assured service  camera quality quite  compared redmi chinese  battery life awesome fastest 80nm processor display  expecting fhd display current quality also  90hz display overall midrange  satisfied
744,0,faulty  sold tome faulty  delivered worst experience  battery charging problem connector picture quality also blurred watching video m31  well try charger facing issue  purchased 3 month back need immediate refund replacement
745,1,excellent  brand  range excellent  range  battery thing concern finger print reader location many time login error appears due different finger hand location getting accidently touched finger print reader bit annoying
746,0,camera quality poor dont buy  bad camera quality battery back  use  sharing feedback please dont buy go else likevivo redmi
747,1,excellent really nice   working also camera quality  battery backup  liked
748,0,worst  world dont buy dislike  could able find network time go offline  network compare phonesi recommend friend also problemthis  launched  customersfrom conclude whatever company failure  available  selling
749,0,hitting hai  bad every time heating time charging time heating problem  worst   customer worst customer told responsibility  customer many time calling  customer response  customer
750,1,worth price little bulky size weightbattery life amazing charge 2 day inspite call dayfinger print quick n sensitive wrongly placed mostly get touched taking pocket n say 5 incorrect finger print lock
751,0,worst  ever please dont buy  look like ugly
752,0,camera quality poor shown 4 rear camera upto 48mp worst 5mp even chinese  3000 value give better photo  really disappointed
753,1,overall   like   brand like  much perfect camera quality hang issue  sound quality perfect size shape fully satisfied according price thanx  giving wonderful  reasonable cost
754,0,average never buy  17k  worst  wont function angle battery worst experience
755,1,easy use actually bought  mom said wonderful experience using mobileto keep simple go
756,1,bout 105k 6gb 128 gb bought mom note 5 pro broken one really  shes absolutely happy
757,1,name enough best  ever used dont listen rumor m12 everything display quality touch response quick biometric best camera true 48 mp charged 25 hr completely decent sound quality go
758,0,battery battery goodcamera  zoom image pic taken using zoom detail lost hoping  release update improve preinstalled unwanted apps usable memory less expected may  keep cloud rather  leave choice user
759,1,use price range  performance  daily us battery performance  enough dayi like fingerprint sensor fast n simple use im disappointed given camera quality  heating issue come used continuously normal function playing gamesfast fast like  price range
760,0,fragile screen screen fragile 5 year old accidentally dropped twice time display shattered occurred within 2 month use
761,0,average  heavy hold due big 6000 mah battery still battery life upto mark thats disappointing fingerprint reader fast  camera quality average overall  average cost  still 100gb ram also low
762,1,believe beast price range beast 9999 iccci bank discount 6000 mah battery 24h backup way camera click beautiful picture tft screen cant expect price performance  best finger print sensor ultra first fingerprint power button make  beautiful
763,0,received defective  purchased  almost month ago  defective since voice side person audible hence raised request return replacement till nobody arrived place taking action need see action taken
764,1,great reliable device established maker used  month work well far obvious issue havent tried feature eg fingerprint reader dual sim great utilizes android 11 recent version although many apps preloaded cameravideo recorder work well   category exceeded expectation
765,1,bang buck  galaxy m12 battery monstera advertised last lot longer typical smartphone worth money spent problem 720p display  could gone 1080p oled display horrible image quality quite  actually one ui 31 awesome
766,1,superb   design newly lahnched  packed everything come blow 13k inr camera battery design  perfect every manner recommend  someone want  smartphone 15k
767,1,nice offer price safety deliveryexchange offer goodtime exchange within minutephone price also reasonable
768,0,dont buy  worth neither processor camera  camera poor price range better look option also  super heavy
769,0,average  low signal whether network signal wifi networklagging alot  processorvery disappointed
770,1,best  10999 best  price range amazing battery life con selfie camera mark according mp level
771,1,gamers   buy grandmaa happy battery backup great screen quality quite impressive fingerprint fast camera like  even j7  quality camera compare 48 mp blunder quality like 5 8 mp
772,1,galaxy m12 value money lovely  great finishing loved camera quality  mid range  steal away price didnt find finger print reader comfortable may used back side finger print reader 5000 mah better run  would loved 6000 mah
773,1,price range newest cool system fingerprint monster battery charge staying 2 day al leastsleek designfast processor camera
774,0,worst  dont buy audio quality  cant hear voice loud clear call planning buy parent dont buy instead go m21 need   please dont buy
775,0,lost trust   hardly month since bought  hung already camera quality cool refresh rate  importantly battery capacity  promised  another scam dont buy dont fooled
776,1,best budget  small budget great quality processor batter life camera quality great given budget ok heavier m31 bigger m31 better battery life m31 processor speed wise feel m31 much focused camera best budget
777,1,value money  main purpose using  call app getting  started using game started taking selfies main thing started watching movie hd quality watching 2 movie per day hd still battery life 75 awesome fingerprint quite  accommodated power button
778,1,10k bad  selfie camera   design performance bad price section  sound quality quite  recommend heavy gamer fhd
779,1,value money got 95k   hang bit ok daily use
780,0,display size sad pathetic display also feel like camelin geometry box hand everything slow abt  u tough tine woth pjoje display wonder celebrity using  p
781,0,poor experience ever buying  poor display color contrast cellphone low dont know particular handset issue something else urgency thats unable replace cellphone advice dont buy one offer scam sell poor
782,0,worst camera quality ever seen  never buy  take indoor photo poor quality camera cant find photo took photo night would total waste money doesnt long battery life yeh  lene ke baad mein chootiyan ban gayaamazon customer wale ne muhje phir bhi chootiyan bana rahe hei
